uri,label_timestamp,is_self_contained
2061574106944766332,2026_06_02-00:03:33,True
2061566061510590855,2026_06_02-00:03:33,False
2061554510825394514,2026_06_02-00:03:33,False
2061551170833858997,2026_06_02-00:03:33,True
2061547602131525890,2026_06_02-00:03:33,False
2061547034109255917,2026_06_02-00:03:33,False
2061538524264865905,2026_06_02-00:03:33,False
2061535660570296598,2026_06_02-00:03:33,True
2061525280032805023,2026_06_02-00:03:33,False
2061523436749361656,2026_06_02-00:03:33,False
2061507757019480256,2026_06_02-00:03:33,True
2061504786902495480,2026_06_02-00:03:33,False
2061497321641111672,2026_06_02-00:03:33,False
2061487811585343878,2026_06_02-00:03:33,True
2061460911638892900,2026_06_02-00:03:33,False
2061459034658558253,2026_06_02-00:03:33,False
2061455864335044801,2026_06_02-00:03:33,False
2061455606419243366,2026_06_02-00:03:33,True
2061452328100884616,2026_06_02-00:03:33,True
2061450540324733421,2026_06_02-00:03:33,False
2061444821420580931,2026_06_02-00:03:33,True
2061442766274494588,2026_06_02-00:03:33,True
2061424122526097707,2026_06_02-00:03:33,False
2061421663393104101,2026_06_02-00:03:33,False
2061406238340964554,2026_06_02-00:03:33,True
2061400962523091310,2026_06_02-00:03:33,True
2061372320157950359,2026_06_02-00:03:33,False
2061338743940788333,2026_06_02-00:03:33,True
2061289678997991699,2026_06_02-00:03:33,False
2061274097321980307,2026_06_02-00:03:33,False
2061183641649025073,2026_06_02-00:03:33,False
2061175752758882339,2026_06_02-00:03:33,True
2061157181605683683,2026_06_02-00:03:33,True
2061130037391187998,2026_06_02-00:03:33,True
2061114479992090959,2026_06_02-00:03:33,False
2061107858683416602,2026_06_02-00:03:33,True
2061106504758157770,2026_06_02-00:03:33,True
2061090429966418253,2026_06_02-00:03:33,True
2061089397789937843,2026_06_02-00:03:33,True
2061081222676205849,2026_06_02-00:03:33,True
2061078361015980285,2026_06_02-00:03:33,True
2061071856179044425,2026_06_02-00:03:33,True
2061070503570448597,2026_06_02-00:03:33,True
2061069128522215768,2026_06_02-00:03:33,True
2061054560542818698,2026_06_02-00:03:33,True
2061047581011009973,2026_06_02-00:03:33,False
2061045166153040274,2026_06_02-00:03:33,True
2060999609732988944,2026_06_02-00:03:33,True
2060961842864767339,2026_06_02-00:03:33,True
2060926824222486617,2026_06_02-00:03:33,True
2060921868429963308,2026_06_02-00:03:33,True
2060916742231114244,2026_06_02-00:03:33,False
2060906264666718415,2026_06_02-00:03:33,False
2060902760799748581,2026_06_02-00:03:33,False
2060896938149478876,2026_06_02-00:03:33,True
2060892368371351625,2026_06_02-00:03:33,False
2060885952885608928,2026_06_02-00:03:33,False
2060874207031173120,2026_06_02-00:03:33,False
2060869045327376879,2026_06_02-00:03:33,False
2060852095511634413,2026_06_02-00:03:33,False
2060844371692421286,2026_06_02-00:03:33,True
2060828462231785487,2026_06_02-00:03:33,True
2060820792959545423,2026_06_02-00:03:33,True
2060804726787350570,2026_06_02-00:03:33,True
2060801825016512633,2026_06_02-00:03:33,True
2060796733827752230,2026_06_02-00:03:33,False
2060793012158923254,2026_06_02-00:03:33,False
2060790061000458613,2026_06_02-00:03:33,False
2060788589370212654,2026_06_02-00:03:33,False
2060785560722276643,2026_06_02-00:03:33,False
2060783327376777321,2026_06_02-00:03:33,True
2060755574401405025,2026_06_02-00:03:33,True
2060745859743035523,2026_06_02-00:03:33,False
2060744347042078755,2026_06_02-00:03:33,True
2060736175422296095,2026_06_02-00:03:33,False
2060736175422296095,2026_06_02-00:03:33,True
2060734342075142586,2026_06_02-00:03:33,True
2060724579631349855,2026_06_02-00:03:33,True
2060721964516622517,2026_06_02-00:03:33,True
2060717214781591644,2026_06_02-00:03:33,True
2060717062062793151,2026_06_02-00:03:33,True
2060709730717167859,2026_06_02-00:03:33,True
2060706850153107637,2026_06_02-00:03:33,True
2060693149249351718,2026_06_02-00:03:33,False
2060692206298472763,2026_06_02-00:03:33,False
2060691924982419823,2026_06_02-00:03:33,True
2060691728441696526,2026_06_02-00:03:33,False
2060670108993798159,2026_06_02-00:03:33,False
2060655864311328919,2026_06_02-00:03:33,True
2060651197984358852,2026_06_02-00:03:33,False
2060642913176977531,2026_06_02-00:03:33,True
2060603623521042789,2026_06_02-00:03:33,False
2060589653712130249,2026_06_02-00:03:33,False
2060586291402522702,2026_06_02-00:03:33,False
2060585907359813852,2026_06_02-00:03:33,False
2060559201932652868,2026_06_02-00:03:33,False
2060558484043948482,2026_06_02-00:03:33,False
2060558131965624530,2026_06_02-00:03:33,False
2060550697007874060,2026_06_02-00:03:33,True
2060549616416985248,2026_06_02-00:03:33,False
2060547987982455028,2026_06_02-00:03:33,False
2060546180015132839,2026_06_02-00:03:33,False
2060535462385639721,2026_06_02-00:03:33,True
2060531621972119604,2026_06_02-00:03:33,False
2060530022851531222,2026_06_02-00:03:33,False
2060506541959069737,2026_06_02-00:03:33,True
2060506509247721662,2026_06_02-00:03:33,True
2060498830794039308,2026_06_02-00:03:33,False
2060496455442321903,2026_06_02-00:03:33,False
2060496270519603406,2026_06_02-00:03:33,True
2060482516662837464,2026_06_02-00:03:33,False
