uri,label_timestamp,is_self_contained
2061828635779268656,2026_06_02-19:38:19,False
2061828635141505466,2026_06_02-19:38:19,False
2061828619794588053,2026_06_02-19:38:19,False
2061828614807564795,2026_06_02-19:38:19,False
2061828614002278623,2026_06_02-19:38:19,True
2061828612609683871,2026_06_02-19:38:19,True
2061828603869114576,2026_06_02-19:38:19,False
2061828602291749128,2026_06_02-19:38:19,False
2061828599649288430,2026_06_02-19:38:19,False
2061828599129264297,2026_06_02-19:38:19,False
2061828584633709034,2026_06_02-19:38:19,False
2061828584621162818,2026_06_02-19:38:19,False
2061828574861041817,2026_06_02-19:38:19,False
2061828574412148991,2026_06_02-19:38:19,False
2061828571103211704,2026_06_02-19:38:19,True
2061828563678953591,2026_06_02-19:38:19,True
2061828563188228584,2026_06_02-19:38:19,False
2061828554053292263,2026_06_02-19:38:19,True
2061828547619274930,2026_06_02-19:38:19,False
2061828544960098511,2026_06_02-19:38:19,True
2061828538278269273,2026_06_02-19:38:19,False
2061828538135887905,2026_06_02-19:38:19,False
2061828535858131072,2026_06_02-19:38:19,False
2061828534650200416,2026_06_02-19:38:19,True
2061828523191328835,2026_06_02-19:38:19,False
2061828510050619411,2026_06_02-19:38:19,False
2061828505738805304,2026_06_02-19:38:19,False
2061828495618322749,2026_06_02-19:38:19,True
2061828492589961393,2026_06_02-19:38:19,True
2061828474340274686,2026_06_02-19:38:19,False
2061828468317528184,2026_06_02-19:38:19,True
2061828464685031816,2026_06_02-19:38:19,False
2061828451317797106,2026_06_02-19:38:19,False
2061828449501585483,2026_06_02-19:38:19,True
2061828448880902187,2026_06_02-19:38:19,False
2061828440320311398,2026_06_02-19:38:19,False
2061828434343415862,2026_06_02-19:38:19,False
2061828433999466843,2026_06_02-19:38:19,False
2061828425602478474,2026_06_02-19:38:19,False
2061828422658060551,2026_06_02-19:38:19,False
2061828409911861301,2026_06_02-19:38:19,True
2061828407281770541,2026_06_02-19:38:19,False
2061828405847273836,2026_06_02-19:38:19,False
2061828402626085151,2026_06_02-19:38:19,False
2061828396779257864,2026_06_02-19:38:19,True
2061828391003656436,2026_06_02-19:38:19,False
2061828371051348393,2026_06_02-19:38:19,False
2061828368539279383,2026_06_02-19:38:19,False
2061828363858145313,2026_06_02-19:38:19,False
2061828360574283822,2026_06_02-19:38:19,True
2061828359730991349,2026_06_02-19:38:19,False
2061828351812153610,2026_06_02-19:38:19,False
2061828351711429034,2026_06_02-19:38:19,False
2061828350268604747,2026_06_02-19:38:19,False
2061828348599525487,2026_06_02-19:38:19,True
2061828339480797452,2026_06_02-19:38:19,False
2061828323722838316,2026_06_02-19:38:19,True
2061828320023695631,2026_06_02-19:38:19,True
2061828309038633427,2026_06_02-19:38:19,False
2061828301396795676,2026_06_02-19:38:19,True
2061828295855923269,2026_06_02-19:38:19,False
2061828291837743187,2026_06_02-19:38:19,False
2061828279943004471,2026_06_02-19:38:19,False
2061828279833886782,2026_06_02-19:38:19,False
2061828278428520505,2026_06_02-19:38:19,False
2061828266395156626,2026_06_02-19:38:19,False
2061828258295939522,2026_06_02-19:38:19,False
2061828256450428941,2026_06_02-19:38:19,False
2061828250876420489,2026_06_02-19:38:19,False
2061828242277855747,2026_06_02-19:38:19,True
2061828241497731122,2026_06_02-19:38:19,False
2061828229732933800,2026_06_02-19:38:19,True
2061828219641504111,2026_06_02-19:38:19,False
2061828218357784869,2026_06_02-19:38:19,False
2061828204105445415,2026_06_02-19:38:19,False
2061828190805672255,2026_06_02-19:38:19,False
2061828187408171470,2026_06_02-19:38:19,True
2061828168739328045,2026_06_02-19:38:19,False
2061828138783617412,2026_06_02-19:38:19,True
2061828131971825839,2026_06_02-19:38:19,False
2061828124891889745,2026_06_02-19:38:19,False
2061828114905235493,2026_06_02-19:38:19,True
2061828113936322761,2026_06_02-19:38:19,True
2061828107766513884,2026_06_02-19:38:19,False
2061828105354789001,2026_06_02-19:38:19,False
2061828101261165024,2026_06_02-19:38:19,False
2061828097259753575,2026_06_02-19:38:19,False
2061828096731263297,2026_06_02-19:38:19,True
2061828096437756228,2026_06_02-19:38:19,False
2061828092553724290,2026_06_02-19:38:19,False
2061828079433998682,2026_06_02-19:38:19,False
2061828063453651221,2026_06_02-19:38:19,True
2061828062644150387,2026_06_02-19:38:19,False
2061828055736230093,2026_06_02-19:38:19,True
2061828055203783028,2026_06_02-19:38:19,False
2061828051097329820,2026_06_02-19:38:19,True
2061828050602332457,2026_06_02-19:38:19,True
2061828045699244443,2026_06_02-19:38:19,True
2061828040561225881,2026_06_02-19:38:19,True
2061828040397824346,2026_06_02-19:38:19,False
2061828023863648454,2026_06_02-19:38:19,False
2061828007690383675,2026_06_02-19:38:19,True
2061827999536910438,2026_06_02-19:38:19,False
2061827991810769393,2026_06_02-19:38:19,False
2061827988849574117,2026_06_02-19:38:19,True
2061827946478698936,2026_06_02-19:38:19,True
2061827940568953217,2026_06_02-19:38:19,False
2061827938413109618,2026_06_02-19:38:19,False
2061827935695151562,2026_06_02-19:38:19,False
2061827933526794589,2026_06_02-19:38:19,False
2061827928833310853,2026_06_02-19:38:19,True
2061827927335989252,2026_06_02-19:38:19,True
2061827891600482732,2026_06_02-19:38:19,True
2061827890409320584,2026_06_02-19:38:19,True
2061827885996925025,2026_06_02-19:38:19,True
2061827885036613672,2026_06_02-19:38:19,False
2061827883027304947,2026_06_02-19:38:19,False
2061827871430336821,2026_06_02-19:38:19,False
2061827863737700628,2026_06_02-19:38:19,False
2061827860071944551,2026_06_02-19:38:19,False
2061827844309717462,2026_06_02-19:38:19,True
2061827835585495226,2026_06_02-19:38:19,False
2061827833161285989,2026_06_02-19:38:19,False
2061827828698558867,2026_06_02-19:38:19,False
2061827817504186592,2026_06_02-19:38:19,False
2061827790287114744,2026_06_02-19:38:19,False
2061827779700597131,2026_06_02-19:38:19,False
2061827768174653691,2026_06_02-19:38:19,False
2061827765507072442,2026_06_02-19:38:19,False
2061827735383658871,2026_06_02-19:38:19,False
2061827730677580160,2026_06_02-19:38:19,True
2061827727737380940,2026_06_02-19:38:19,False
2061827709978685925,2026_06_02-19:38:19,False
2061827708259110970,2026_06_02-19:38:19,False
2061827707491832000,2026_06_02-19:38:19,True
2061827702773133377,2026_06_02-19:38:19,False
2061827695000842664,2026_06_02-19:38:19,False
2061827686733877659,2026_06_02-19:38:19,True
2061827684708110421,2026_06_02-19:38:19,False
2061827669159780636,2026_06_02-19:38:19,True
2061827666458857794,2026_06_02-19:38:19,True
2061827664642462077,2026_06_02-19:38:19,True
2061827663967240611,2026_06_02-19:38:19,True
2061827652986470551,2026_06_02-19:38:19,False
2061827648607687107,2026_06_02-19:38:19,True
2061827633403314660,2026_06_02-19:38:19,False
2061827633160032604,2026_06_02-19:38:19,False
2061827632753488351,2026_06_02-19:38:19,False
2061827625325109509,2026_06_02-19:38:19,False
2061827623572107731,2026_06_02-19:38:19,False
2061827599631106531,2026_06_02-19:38:19,True
2061827590445281316,2026_06_02-19:38:19,True
2061827588134166547,2026_06_02-19:38:19,False
2061827573622177824,2026_06_02-19:38:19,False
2061827570971099461,2026_06_02-19:38:19,True
2061827567662022997,2026_06_02-19:38:19,True
2061827563253612692,2026_06_02-19:38:19,False
2061827553757958449,2026_06_02-19:38:19,False
2061827550289018912,2026_06_02-19:38:19,False
2061827549433323759,2026_06_02-19:38:19,True
2061827531901186363,2026_06_02-19:38:19,False
2061827527409033700,2026_06_02-19:38:19,True
2061827526276563319,2026_06_02-19:38:19,True
2061827525349941280,2026_06_02-19:38:19,False
2061827523000856721,2026_06_02-19:38:19,True
2061827520782324102,2026_06_02-19:38:19,True
2061827517976105194,2026_06_02-19:38:19,False
2061827510195601639,2026_06_02-19:38:19,False
2061827503052751241,2026_06_02-19:38:19,False
2061827502671081574,2026_06_02-19:38:19,True
2061827498535448597,2026_06_02-19:38:19,False
2061827497746923621,2026_06_02-19:38:19,True
2061827491182829982,2026_06_02-19:38:19,False
2061827475445809559,2026_06_02-19:38:19,False
2061827472778211730,2026_06_02-19:38:19,False
2061827465866076408,2026_06_02-19:38:19,True
2061827464465133774,2026_06_02-19:38:19,False
2061827455682335203,2026_06_02-19:38:19,False
2061827437038854398,2026_06_02-19:38:19,True
2061827430319333824,2026_06_02-19:38:19,False
2061827417321222548,2026_06_02-19:38:19,False
2061827413437194667,2026_06_02-19:38:19,True
2061827401168908331,2026_06_02-19:38:19,False
2061827394881699957,2026_06_02-19:38:19,False
2061827393963139332,2026_06_02-19:38:19,False
2061827389349404691,2026_06_02-19:38:19,False
2061827385616392569,2026_06_02-19:38:19,True
2061827383666081813,2026_06_02-19:38:19,False
2061827382667801079,2026_06_02-19:38:19,False
2061827375965376924,2026_06_02-19:38:19,False
2061827367656407385,2026_06_02-19:38:19,False
2061827364208722044,2026_06_02-19:38:19,True
2061827354209436118,2026_06_02-19:38:19,True
2061827342981300301,2026_06_02-19:38:19,False
2061827332130652195,2026_06_02-19:38:19,False
2061827327303041088,2026_06_02-19:38:19,False
2061827313222758726,2026_06_02-19:38:19,True
2061827294482604113,2026_06_02-19:38:19,True
2061827292192555063,2026_06_02-19:38:19,False
2061827283779014878,2026_06_02-19:38:19,True
2061827268113281534,2026_06_02-19:38:19,False
2061827261980881206,2026_06_02-19:38:19,True
2061827257690423480,2026_06_02-19:38:19,False
2061827255400313239,2026_06_02-19:38:19,False
2061827246294257986,2026_06_02-19:38:19,False
2061827245610512590,2026_06_02-19:38:19,False
2061827237905633632,2026_06_02-19:38:19,False
2061827221694623830,2026_06_02-19:38:19,False
2061827218792444397,2026_06_02-19:38:19,False
2061827198101704887,2026_06_02-19:38:19,True
2061827179064000633,2026_06_02-19:38:19,False
2061827178837258507,2026_06_02-19:38:19,False
2061827175947333889,2026_06_02-19:38:19,False
2061827174848438462,2026_06_02-19:38:19,True
2061827161594466479,2026_06_02-19:38:19,False
2061827160516505959,2026_06_02-19:38:19,False
2061827159271059505,2026_06_02-19:38:19,True
2061827154753831303,2026_06_02-19:38:19,False
2061827146138476810,2026_06_02-19:38:19,False
2061827140375441506,2026_06_02-19:38:19,True
2061827135321309192,2026_06_02-19:38:19,False
2061827130833654186,2026_06_02-19:38:19,False
2061827113997549811,2026_06_02-19:38:19,False
2061827113062138353,2026_06_02-19:38:19,False
2061827092350664991,2026_06_02-19:38:19,False
2061827091155582988,2026_06_02-19:38:19,False
2061827083056427220,2026_06_02-19:38:19,True
2061827074545820065,2026_06_02-19:38:19,False
2061827059333116410,2026_06_02-19:38:19,False
2061827055767974090,2026_06_02-19:38:19,False
2061827037187146230,2026_06_02-19:38:19,True
2061827026189787284,2026_06_02-19:38:19,False
2061827002856833113,2026_06_02-19:38:19,False
2061826998226546817,2026_06_02-19:38:19,True
2061826980664819870,2026_06_02-19:38:19,True
2061826974033596703,2026_06_02-19:38:19,False
2061826970514591822,2026_06_02-19:38:19,False
2061826964944724312,2026_06_02-19:38:19,False
2061826962914726279,2026_06_02-19:38:19,False
2061826960502690049,2026_06_02-19:38:19,False
2061826951073980751,2026_06_02-19:38:19,True
2061826948569964619,2026_06_02-19:38:19,False
2061826941712318677,2026_06_02-19:38:19,False
2061826936662282254,2026_06_02-19:38:19,False
2061826931683713078,2026_06_02-19:38:19,False
2061826931297812865,2026_06_02-19:38:19,True
2061826929615880334,2026_06_02-19:38:19,False
2061826925715157054,2026_06_02-19:38:19,False
2061826907549626474,2026_06_02-19:38:19,False
2061826901371498558,2026_06_02-19:38:19,False
2061826896699211899,2026_06_02-19:38:19,True
2061826895226847355,2026_06_02-19:38:19,True
2061826890562736260,2026_06_02-19:38:19,False
2061826886477738359,2026_06_02-19:38:19,False
2061826885890330978,2026_06_02-19:38:19,False
2061826875085791728,2026_06_02-19:38:19,False
2061826867708268824,2026_06_02-19:38:19,False
2061826866680357369,2026_06_02-19:38:19,False
2061826853397033012,2026_06_02-19:38:19,False
2061826851551506485,2026_06_02-19:38:19,False
2061826841904636357,2026_06_02-19:38:19,True
2061826829166518475,2026_06_02-19:38:19,False
2061826825228362207,2026_06_02-19:38:19,True
2061826821075636683,2026_06_02-19:38:19,True
2061826807934976393,2026_06_02-19:38:19,True
2061826801584750613,2026_06_02-19:38:19,False
2061826780923617405,2026_06_02-19:38:19,False
2061826778981707924,2026_06_02-19:38:19,True
2061826767661535658,2026_06_02-19:38:19,True
2061826761218814066,2026_06_02-19:38:19,False
2061826748833222724,2026_06_02-19:38:19,False
2061826748329709942,2026_06_02-19:38:19,False
2061826728964624568,2026_06_02-19:38:19,False
2061826727395930180,2026_06_02-19:38:19,True
2061826724879274196,2026_06_02-19:38:19,False
2061826718311018688,2026_06_02-19:38:19,True
2061826705673654734,2026_06_02-19:38:19,False
2061826699898007687,2026_06_02-19:38:19,True
