tweet_id,text,author_id,username,created_at,like_count,retweet_count,reply_count,quote_count,url,keyword,sync_timestamp
2061831855515537795,"Florida is once again leading the way with bold tax relief for hardworking families. Governor DeSantis’ Save Our Homes proposal raises the homestead exemption to $250,000 and begins phasing out non-school property taxes on primary residences. ",90398544,luigb,2026-06-02 15:26:35+00:00,0,0,0,0,https://x.com/i/web/status/2061831855515537795,Taxes,2026_06_02-15:27:00
2061831848318099929,DeSantis JUST Forced a Vote to END Property Taxes!  via @YouTube,1134484027069620225,InStoffel,2026-06-02 15:26:34+00:00,0,0,0,0,https://x.com/i/web/status/2061831848318099929,Taxes,2026_06_02-15:27:00
2061831805230338244,"Black people are 13% of the population. They pay 6% of taxes but collect 32% of welfare. We’ve been paying reparations already, time to cut it off!",2044086653200019461,rcjc2in1,2026-06-02 15:26:24+00:00,0,0,0,0,https://x.com/i/web/status/2061831805230338244,Taxes,2026_06_02-15:27:00
2061831643178967275,DeSantis JUST Forced a Vote to END Property Taxes!  via @YouTube,1421496717057396737,WellnitzHeinz,2026-06-02 15:25:45+00:00,0,0,0,0,https://x.com/i/web/status/2061831643178967275,Taxes,2026_06_02-15:27:00
2061831635629433066,"The UP STF on Tuesday arrested two Delhi-based men allegedly involved in an interstate GST fraud syndicate that used bogus firms, fake invoices and fabricated e-way bills to facilitate fraudulent input tax credit (ITC) claims and evade taxes worth crores of rupees.",2376970800,TOILucknow,2026-06-02 15:25:43+00:00,0,0,0,0,https://x.com/i/web/status/2061831635629433066,Taxes,2026_06_02-15:27:00
2061831414362841216,"Henry Novak was just 18. He hadn't lived life. The British people pay taxes for the Police, to protect them, equally, and un-biasedly. The fact that an alleged racist remark took priority, over a stabbing is discusting. It shouldn't take @elonmusk for people to talk about it.",1635051378350387200,calzfromyt,2026-06-02 15:24:50+00:00,0,0,0,0,https://x.com/i/web/status/2061831414362841216,Taxes,2026_06_02-15:27:00
2061831309861757384,"I live abroad. I need a credit card. I can't get credit cards in the country I live and pay taxes because I am not citizen.

Funnily, I can't get a credit card in my home country as well, because I am not a tax resident.

So I can't get a credit card. Wtf is this system?",2033134422988644352,edinwaw,2026-06-02 15:24:25+00:00,0,0,1,0,https://x.com/i/web/status/2061831309861757384,Taxes,2026_06_02-15:27:00
2061831193654345754,"Since Donald Trump and his family can never be audited, they never have to pay taxes again.

How is this fair?",965694944567611394,BeingJWood,2026-06-02 15:23:58+00:00,0,0,0,0,https://x.com/i/web/status/2061831193654345754,Taxes,2026_06_02-15:27:00
2061831162881098202,"JI CHANG WOOK PAID HIS ALL TAXES ON TIME, IT'S WAS TAX AUDITOR WHO WAS ASKING FOR MORE EXTRA TAX WHERE THERE DISAGREEMENT COME BUT JI CHANG WOOK SIDE SAID THEY PAID AFTER THEY ASKED FOR EXTRA TAX. AND THIS HAPPENED IN MARCH, SOMEONE TRY TO DIVERT ATTENTION
",1631551227585785857,jcw_hyung,2026-06-02 15:23:50+00:00,2,0,0,0,https://x.com/i/web/status/2061831162881098202,Taxes,2026_06_02-15:27:00
2061830971721203855,Is there a correlation between “Do not raise my property taxes/income taxes” and “Why are our roads bad/schools bad/not enough police”?,1167890967250251776,TheFrugalBanker,2026-06-02 15:23:05+00:00,1,0,0,0,https://x.com/i/web/status/2061830971721203855,Taxes,2026_06_02-15:27:00
2061830822454329701,$324 in taxes taken out of my paycheck….maybe its time to go back to florida ,1549629971043438593,365PARTYGYAL,2026-06-02 15:22:29+00:00,0,0,1,0,https://x.com/i/web/status/2061830822454329701,Taxes,2026_06_02-15:27:00
2061830590203076760,@MarniHughesTV @NewsNation Why don’t you or @ChrisCuomo or any Anchor discuss the problems of giving Sanctuary to illegals &amp; resulting higher taxes so they get tax $ paid benefits? Think citizens couldn’t use help?,1392920611807277057,saveusa123,2026-06-02 15:21:34+00:00,0,0,0,0,https://x.com/i/web/status/2061830590203076760,Taxes,2026_06_02-15:27:00
2061830491968287098,"Me juggling KPIs, taxes , relationships, girlhood , #loveisland USA &amp; UK ",1153234680294060032,kagushh,2026-06-02 15:21:10+00:00,0,0,1,0,https://x.com/i/web/status/2061830491968287098,Taxes,2026_06_02-15:27:00
2061830331133723081,"After 12+ years in practice, I’ve noticed:

Businesses don’t fail because of taxes.

They fail because:
• Poor cash flow
• Weak systems
• Bad decisions
• Delayed action

Agree or disagree?",2606597936,carajendra89,2026-06-02 15:20:32+00:00,0,0,0,0,https://x.com/i/web/status/2061830331133723081,Taxes,2026_06_02-15:27:00
2061830198006603951,"🍓 Berries just hit $407K MC in 34 hours with zero taxes and LP burned

📊 Quick stats:
• MC: $407.9K, up 38.3% in recent move
• Age: 34 hours old
• Holders: 1,257 with 29.1% in top 10
• LP: $51.4K (13% of MC) — fully burned
• Buy/sell tax: 0% on both sides
• Volume: $1.1M",1434156030594895873,BlackhatEmpire,2026-06-02 15:20:00+00:00,0,0,0,0,https://x.com/i/web/status/2061830198006603951,Taxes,2026_06_02-15:27:00
2061830158676353225,"We’ve been told that “super soldiers” are the goal over the govt when it comes to cloning but a SS could also be a Citizen that follows every govt order. Like voting, paying, taxes, insurance, death etc. we just only look at it thru the lenses they’ve given",1771219838226104320,HeHateEverybody,2026-06-02 15:19:51+00:00,0,0,0,0,https://x.com/i/web/status/2061830158676353225,Taxes,2026_06_02-15:27:00
2061830107040264358,People be like why do we have to pay property taxes on a paid off house? And then also want more city facilities. Sidewalks and such. Nigga……,31010902,YikesMyBassline,2026-06-02 15:19:39+00:00,0,0,0,0,https://x.com/i/web/status/2061830107040264358,Taxes,2026_06_02-15:27:00
2061829943768846584,"Conservatives believe government should be limited. That includes limiting how aggressively property taxes can rise on hardworking Houstonians.

#houston #propertytaxes",1743798609202581504,Claudio4Houston,2026-06-02 15:19:00+00:00,0,0,0,0,https://x.com/i/web/status/2061829943768846584,Taxes,2026_06_02-15:27:00
